Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	8	140250868	144097954	736	-0.6678
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	8	144100772	144182542	21	-0.4632
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	9	789794	8332726	4651	0.3222
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	9	8332875	14870351	3544	0.3655
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	9	14871972	33250649	12178	0.3385
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	9	33250970	34568402	698	0.242
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	9	34570856	34575040	2	-1.1236
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	9	34578800	38459766	2329	0.2659
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	9	38459826	87704499	13824	0.3305
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	9	87705993	98462775	6743	0.277
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	9	98465672	111231249	8624	0.3277
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	9	111231460	111962738	503	0.2987
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	9	111964426	111964482	3	-0.6282
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	9	111965052	114882735	1797	0.285
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	9	114885319	120463648	4287	0.3271
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	9	120463988	123902384	2070	0.2764
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	9	123913324	137812377	7278	0.2092
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	9	137813437	138044505	84	0.2761
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	10	366509	27447794	18979	-0.5976
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	10	27449914	27450134	2	-3.657
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	10	27459411	29037898	1107	-0.6014
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	10	29038234	29038246	2	-3.0643
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	10	29041960	29285654	228	-0.5633
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	10	29288965	30741520	1161	-0.6567
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	10	30742139	36607942	3688	-0.5659
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	10	36608746	36611672	2	-2.3605
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	10	36612152	44349716	2332	-0.5642
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	10	44350060	44353473	6	-2.8168
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	10	44353981	44582663	233	-0.6691
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	10	44582722	44583495	2	-2.7056
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	10	44584602	49225914	1555	-0.5969
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	10	49226712	49227440	2	-3.1469
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	10	49228154	65084558	9436	-0.5505
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	10	65092949	65285148	136	0.3825
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	10	65292782	68415261	1477	-0.5424
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	10	68419127	74181148	3347	-0.6507
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	10	74183254	84582477	6818	-0.5772
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	10	84582626	84584068	4	-2.0255
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	10	84584650	87116095	1655	-0.5821
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	10	87406076	87427602	28	-1.8607
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	10	87502960	87861304	239	-4.1532
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	10	87866697	87950425	139	-1.663
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	10	87956350	133411599	28616	-0.5807
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	11	456012	4377329	1437	0.0351
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	11	4377569	4382962	7	0.3672
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	11	4383375	18885692	10054	0.1319
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	11	18886708	24642659	4251	0.1625
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	11	24644439	25275362	328	0.3403
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	11	25275371	29393487	2594	0.1619
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	11	29393574	29401935	9	-0.5671
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	11	29411718	29996493	362	0.1485
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	11	29996514	29996582	2	1.6154
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	11	30000061	32416131	1595	0.1757
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	11	32416153	34403690	1164	0.1048
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	11	34403780	44226102	6241	0.157
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	11	44228731	47372087	1798	0.103
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	11	47372754	47372766	2	-1.2727
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	11	47374671	48196082	377	0.0767
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	11	48196932	57289600	1196	0.1843
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	11	57301448	60072298	1500	0.1231
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	11	60072314	60821796	466	0.1703
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	11	60824322	61255528	253	0.1019
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	11	61257848	69235483	2874	0.0425
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	11	69236833	78367008	4754	0.0959
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	11	78368456	116703122	24413	0.1878
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	11	116703868	118118839	965	0.1182
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	11	118121090	118121850	2	-1.0116
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	11	118124674	119808606	1039	0.0852
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	11	119811513	134272740	10108	0.1786
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	780472	4407996	1979	0.292
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	4409003	5589882	1056	0.3555
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	5591630	6345932	525	0.2799
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	6347410	7049203	299	0.2005
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	7055351	13417616	3184	0.2883
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	13417620	24735028	7169	0.3501
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	25047631	31019963	4220	-0.5402
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	31020049	31031100	5	-3.6289
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	31031205	40505171	2234	-0.5491
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	40506335	40507243	2	-3.4901
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	40507819	47723752	3992	-0.5421
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	47723924	54601420	3545	-0.6189
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	54601817	55603262	626	-0.5234
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	55605067	57981163	1112	-0.6295
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	57986213	62613376	2883	-0.5062
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	62613864	69690797	4627	-0.5583
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	69697214	70872150	767	-0.5201
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	70873536	70874596	2	-2.7299
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	70875405	73121823	1191	-0.536
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	73126888	88899056	9285	-0.4915
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	88900182	98000300	6110	-0.5422
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	98003202	98011942	6	0.6794
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	98021632	102769627	2767	-0.5439
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	102769998	102770710	2	-2.6981
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	102770900	103544904	476	-0.5347
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	103545049	117024980	8395	-0.5963
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	117025512	117036857	2	-3.1127
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	117036872	119563529	1749	-0.6087
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	119573058	124866570	2543	-0.664
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	12	124867496	132605822	3571	-0.5803
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	13	18874255	51955036	20211	-0.5483
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	13	51956386	51958643	3	-2.1816
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	13	51961329	53759485	868	-0.532
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	13	53761634	76286282	12049	-0.4923
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	13	76286962	76290335	3	-1.9862
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	13	76290743	85324559	5396	-0.4897
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	13	85324593	86900805	883	-0.5849
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	13	86901087	86901434	2	-2.6193
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	13	86905343	92516729	3265	-0.6046
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	13	92525781	100148923	4927	0.2143
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	13	100157551	112641884	8880	0.2784
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	13	112642030	114226675	484	0.1832
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	14	20033191	20149712	58	0.3727
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	14	20150256	24650267	1752	0.2616
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	14	24651469	30929659	3676	0.3454
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	14	30930560	31713923	355	0.2597
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	14	31716056	34333284	2059	0.3514
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	14	34334822	35385840	408	0.2485
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	14	35387457	37648303	1437	0.3397
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	14	37648779	44350506	3126	0.1784
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	14	44465304	46404573	612	0.2933
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	14	46405258	49453034	1719	0.3589
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	14	49454533	50520811	549	0.2812
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	14	50522200	63177396	8228	-0.583
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	14	63182087	65103748	1232	0.2308
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	14	65103750	72801527	4566	0.2623
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	14	72802292	78035537	3138	0.224
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	14	78035676	88011538	6497	0.3157
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	14	88011666	88024013	8	0.0441
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	14	88027701	101494978	8865	0.2557
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	14	101496180	105533894	1521	0.1804
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	15	23437561	40256574	8527	0.2935
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	15	40257089	45323631	2186	0.2043
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	15	45327325	49832416	2826	0.309
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	15	49832565	52178015	1375	0.2508
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	15	52181693	59548307	4840	0.2936
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	15	59548976	59549400	3	1.4106
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	15	59551541	61521685	1595	0.2819
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	15	61524523	61525017	3	-0.6317
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	15	61525733	62080628	407	0.2786
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	15	62081260	74410320	7535	0.2311
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	15	74410406	75645432	435	0.1435
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	15	75655940	85920962	5368	0.2497
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	15	85921193	86137543	161	0.286
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	15	86142772	88171356	1494	-0.5939
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	15	88172446	90968791	1629	-0.6725
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	15	90968837	101344124	6461	-0.6072
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	16	603333	5177802	1712	0.159
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	16	5181057	10109567	3266	0.2711
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	16	10111388	25434267	6342	0.23
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	16	25434357	27526181	1615	0.2622
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	16	27535628	46473753	1157	0.1746
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	16	46474548	60319183	9017	-0.6522
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	16	60325624	66453022	4120	0.2956
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	16	66453303	70571463	1716	0.1836
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	16	70575046	72154929	651	0.2598
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	16	72158710	74466847	1413	0.3105
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	16	74466990	75202830	410	0.243
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	16	75203515	75221231	2	-0.7825
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	16	75221319	75844911	280	0.2314
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	16	75845423	83956331	7020	0.3093
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	16	83956389	85882175	653	0.2089
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	16	85885449	87082174	1145	0.2834
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	16	87083257	89317317	740	0.2125
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	17	1074619	5664162	2049	0.1845
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	17	5664984	6328867	504	0.2766
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	17	6329045	7511142	592	0.1886
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	17	7516945	7520939	4	-0.6702
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	17	7526683	7570152	29	0.1548
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	17	7576374	7797886	88	-0.7855
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	17	7801089	10298798	1570	0.2197
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	17	10302017	15778279	2747	0.2995
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	17	15779264	30928011	3895	0.2188
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	17	30928978	34616624	1672	-0.6463
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	17	34617146	38262539	1581	0.2145
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	17	38268986	40475061	991	0.1417
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	17	40477077	41496870	596	0.2598
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	17	41499055	47665781	2200	0.1659
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	17	47668592	47678115	8	-0.655
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	17	47678180	47752828	34	0.2177
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	17	47753576	49012518	626	-0.6934
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	17	49018134	49217555	131	0.1863
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	17	49228039	49264080	17	-0.7601
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	17	49266419	51600356	1060	0.1922
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	17	51601555	58174488	4446	0.2901
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	17	58174773	58939108	371	0.1998
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	17	58943405	59158203	44	-0.6433
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	17	59162574	65693554	3154	0.2263
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	17	65693604	67203419	970	0.2968
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	17	67203537	68621870	682	0.2196
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	17	68622278	72807164	3125	0.3006
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	17	72809416	82959812	4171	0.1929
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	18	326691	11607291	6724	-0.6234
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	18	11607468	12322746	397	-0.0983
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	18	12327671	21109102	1135	0.3597
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	18	21109786	24543876	1879	-0.1947
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	18	24543893	31382147	4288	-0.1434
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	18	31384671	51253658	12518	-0.1758
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	18	51254035	57477200	3960	-0.1323
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	18	57477563	64689495	4700	-0.1643
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	18	64689563	73701659	3617	-0.1149
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	18	73702247	79349796	3733	-0.1641
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	19	283868	5753986	1456	0.6251
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	19	5754435	6882419	498	0.1565
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	19	6885312	14950779	3510	0.6402
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	19	14951411	18505589	1766	0.1139
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	19	18508057	27845453	1930	0.6649
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	19	27849386	30793899	2244	0.7674
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	19	30797211	30797633	2	-0.7389
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	19	30799692	32891658	1440	0.783
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	19	32894158	33266685	201	0.6526
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	19	33271351	35078135	1176	0.7215
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	19	35080031	38670002	1812	0.6446
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	19	38672547	39034196	168	0.1737
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	19	39091645	41368217	1048	-0.6152
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	19	41370761	46514696	2085	0.1793
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	19	46517307	55913323	3597	0.6493
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	19	55914707	56938515	559	0.7553
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	19	56942848	58370362	761	0.6652
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	20	472817	5892498	3221	0.1709
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	20	5893559	6945376	845	0.2268
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	20	6947178	17024571	6688	0.2491
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	20	17024908	25320386	5921	0.2102
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	20	25320632	32878728	1094	0.1468
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	20	32885750	32886378	2	-2.3275
PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D04_896216	20	32886964	38360740	2823	0.1189
